n,game_id,HomeTeam,AwayTeam,HomeScore,AwayScore,Home_xG,Away_xG,Home_shots,Away_shots,Home_corner,Away_corner,Home_PK_Goal,Away_PK_Goal,Home_PK_shots,Away_PK_shots,Home_ToP,TeamA_shotQuality,TeamB_shotQuality,TeamA_efficiency,TeamB_efficiency,TeamA_shotsToGoalsConversion,TeamB_shotsToGoalsConversion,TeamA_qualityOfPossession,TeamB_qualityOfPossession,TeamA_totalGoalsFor,TeamB_totalGoalsFor,TeamA_avgTimePossession,TeamB_avgTimePossession,TeamA_avgxG,TeamB_avgxG,TeamA_avgxGagainst,TeamB_avgxGagainst,TeamA_defEfficiency,TeamB_defEfficiency,TeamA_totalGoalsAgainst,TeamB_totalGoalsAgainst,TeamA_totalShotsAgainst,TeamB_totalShotsAgainst,TeamA_goalDifferential,TeamB_goalDifferential
237,game_2023_237,WIC,MAN,0,0,1.64,0.17,23,1,4,2,0,0,0,1,0.56,0.0665497054933212,0.313397143954351,0.718898632367245,0.689686592918579,0.123380488508384,0.379593703627665,0.122191472985314,0.42837148390396,0.103448275862069,0.379310344827586,0.954248366013071,0.503267973856209,0.220728291316526,0.415126050420168,1.0,0.237179487179488,1.0,0.18370676960206,0.705882352941177,0.382352941176471,0.75,0.542857142857143,0.0833333333333333,0.479166666666667
238,game_2023_238,LAR,LEX,0,3,1.63,1.1,15,16,2,6,0,0,1,0,0.55,0.405192109985864,0.294203728647082,0.518452627777258,0.725373218884525,0.64865755137818,0.329672883333663,0.305302378740333,0.809037778033173,0.517241379310345,0.413793103448276,0.577342047930282,0.200435729847494,0.456022408963586,0.503641456582633,0.0068681318681318,0.649267399267399,0.0,0.386439854389985,0.382352941176471,0.147058823529412,0.371428571428571,0.95,0.5625,0.666666666666667
239,game_2023_239,TUC,DES,1,0,1.81,0.68,17,9,5,1,0,0,0,0,0.59,0.330244762022986,0.279935230979336,0.585087427873677,0.29816381400806,0.498261064597546,0.796126484273434,0.358889114595143,0.0705744767440761,0.344827586206897,0.586206896551724,0.440087145969498,0.758169934640522,0.290196078431373,0.150140056022409,0.566849816849817,0.183150183150183,0.559226708083404,0.253880983182406,1.0,0.352941176470588,0.621428571428571,0.371428571428571,0.0208333333333333,0.625
240,game_2023_240,CHM,DOV,0,1,1.15,1.45,15,8,4,5,0,0,1,0,0.53,0.0,0.297557210782622,0.806760390053371,0.550210590676536,0.0,0.501869450945742,0.384932177530867,1.0,0.0344827586206896,0.793103448275862,0.67755991285403,0.13507625272331,0.2593837535014,0.782072829131654,0.496336996336996,0.0,0.446709634694757,0.328796683137871,0.0294117647058823,0.588235294117647,0.642857142857143,0.0,0.520833333333333,0.583333333333333
241,game_2023_241,OAK,ALB,2,2,1.6,1.43,12,19,7,5,0,0,0,0,0.47,0.209834197560421,0.39200440805192,0.426057792980839,0.519355407497304,0.547658091493348,0.633844957065494,0.597764579041982,0.464060606079411,0.551724137931035,0.551724137931035,0.261437908496732,0.357298474945534,0.373109243697479,0.36638655462185,0.0329670329670323,0.512820512820513,0.0088485367998727,0.395080968334526,0.294117647058824,0.794117647058824,0.407142857142857,0.728571428571429,0.645833333333333,0.291666666666667
242,game_2023_242,TAC,SPR,7,0,3.01,1.17,20,15,5,2,0,0,0,0,0.63,0.0531921335542789,0.0208471564316035,0.358690191147554,0.0,0.449783007144655,0.950464160499166,0.345131313424925,0.632968549464841,0.379310344827586,0.862068965517241,0.516339869281046,0.0392156862745094,0.0577030812324929,0.0106442577030812,0.724816849816851,0.417124542124541,0.489138676077906,0.318344676303503,0.852941176470588,0.735294117647059,0.935714285714286,0.671428571428571,0.145833333333333,0.520833333333333
243,game_2023_243,BAK,BOI,1,0,1.83,0.24,28,7,5,5,0,0,0,0,0.46,0.23840648707891,0.383718314944547,0.745151014337419,0.831697135513398,0.261356334719516,0.320423927403879,0.749181667147452,0.694304221825842,0.275862068965517,0.448275862068966,0.217864923747277,0.366013071895425,0.345098039215687,0.814005602240896,0.399267399267399,0.155677655677656,0.145908953432375,0.050581028680159,0.323529411764706,0.352941176470588,0.864285714285714,0.571428571428571,0.458333333333333,0.541666666666667
244,game_2023_244,ANC,FOR,2,2,2.46,1.27,17,8,2,6,0,0,0,0,0.45,0.469224306597343,1.0,0.736454473708852,1.0,0.481491009656465,0.691560655382254,0.7266495916312,0.060199644137893,0.724137931034483,0.517241379310345,0.400871459694989,0.910675381263615,0.92717086834734,0.824089635854342,0.167582417582417,0.72985347985348,0.384319798628673,0.443854489062318,0.088235294117647,0.676470588235294,0.207142857142857,1.0,0.895833333333333,0.354166666666667
245,game_2023_245,TOL,SJU,4,1,2.59,0.73,18,13,3,3,0,0,1,0,0.72,0.124204228897042,0.249700841341583,0.373346352947471,0.905336841357923,0.514045213920212,0.148691448574762,0.45560323715552,0.380988633170811,0.517241379310345,0.0,0.553376906318083,0.285403050108932,0.309803921568627,0.174229691876751,0.443223443223443,0.643315018315019,0.288363210743547,0.908708681025879,0.352941176470588,0.735294117647059,0.75,0.378571428571429,0.583333333333333,0.0
246,game_2023_246,SAS,PRO,2,0,3.1,0.37,22,7,6,5,0,0,1,0,0.57,0.121748313236144,0.142585531070856,0.436144021577213,0.131423538405976,0.439138528678609,0.883786867224716,0.546453040500561,0.458309759699621,0.551724137931035,0.896551724137931,0.494553376906319,0.335511982570806,0.473949579831933,0.332773109243698,0.133699633699634,0.440934065934066,0.0427675398948521,0.218873791712534,0.235294117647059,0.205882352941176,0.542857142857143,0.835714285714286,0.6875,0.916666666666667
247,game_2023_247,SFS,JAC,1,2,0.95,1.7,6,12,4,5,0,0,1,0,0.38,0.497373005375335,0.523648959926068,0.517567523755997,0.714363072881088,0.745935433683392,0.553497616834444,0.0096411649249535,0.251752609759691,0.689655172413793,0.655172413793103,0.965141612200435,0.882352941176469,0.743417366946779,0.761344537815127,0.305860805860806,0.150641025641026,0.289391349271685,0.232189840519893,0.441176470588235,0.0,0.528571428571429,0.342857142857143,0.625,0.916666666666667
248,game_2023_248,DOV,SJU,3,0,1.74,1.06,18,14,6,8,0,0,0,0,0.54,0.297557210782622,0.249700841341583,0.550210590676536,0.905336841357923,0.501869450945742,0.148691448574762,1.0,0.380988633170811,0.793103448275862,0.0,0.13507625272331,0.285403050108932,0.782072829131654,0.174229691876751,0.0,0.643315018315019,0.328796683137871,0.908708681025879,0.588235294117647,0.735294117647059,0.0,0.378571428571429,0.583333333333333,0.0
249,game_2023_249,FAR,SFS,2,3,1.69,1.64,5,14,9,2,0,0,0,0,0.45,0.796547148511553,0.497373005375335,0.55960761757585,0.517567523755997,1.0,0.745935433683392,0.400218581745265,0.0096411649249535,1.0,0.689655172413793,0.660130718954248,0.965141612200435,1.0,0.743417366946779,0.0810439560439559,0.305860805860806,0.106827842274156,0.289391349271685,0.176470588235294,0.441176470588235,0.371428571428571,0.528571428571429,1.0,0.625
250,game_2023_250,EUG,BAK,0,2,0.86,1.42,18,10,4,4,0,0,1,0,0.48,0.0736094343804694,0.23840648707891,0.44220648876546,0.745151014337419,0.379832657733635,0.261356334719516,0.748325755349758,0.749181667147452,0.275862068965517,0.275862068965517,0.0,0.217864923747277,0.0,0.345098039215687,0.661630036630037,0.399267399267399,0.685182420080427,0.145908953432375,0.441176470588235,0.323529411764706,0.621428571428571,0.864285714285714,0.375,0.458333333333333
251,game_2023_251,LRO,FOR,1,0,1.82,0.68,13,8,7,2,0,0,0,0,0.62,0.712425083514106,1.0,0.737740776520077,1.0,0.704442482155434,0.691560655382254,0.148860795196459,0.060199644137893,0.689655172413793,0.517241379310345,1.0,0.910675381263615,0.970868347338936,0.824089635854342,0.254120879120879,0.72985347985348,0.195066855804243,0.443854489062318,0.0294117647058823,0.676470588235294,0.557142857142857,1.0,0.916666666666667,0.354166666666667
252,game_2023_252,MAN,CHM,0,2,1.17,1.67,11,13,5,7,0,0,0,1,0.44,0.313397143954351,0.0,0.689686592918579,0.806760390053371,0.379593703627665,0.0,0.42837148390396,0.384932177530867,0.379310344827586,0.0344827586206896,0.503267973856209,0.67755991285403,0.415126050420168,0.2593837535014,0.237179487179488,0.496336996336996,0.18370676960206,0.446709634694757,0.382352941176471,0.0294117647058823,0.542857142857143,0.642857142857143,0.479166666666667,0.520833333333333
253,game_2023_253,BOI,ANC,1,2,1.33,1.18,16,18,4,7,0,0,0,0,0.51,0.383718314944547,0.469224306597343,0.831697135513398,0.736454473708852,0.320423927403879,0.481491009656465,0.694304221825842,0.7266495916312,0.448275862068966,0.724137931034483,0.366013071895425,0.400871459694989,0.814005602240896,0.92717086834734,0.155677655677656,0.167582417582417,0.050581028680159,0.384319798628673,0.352941176470588,0.088235294117647,0.571428571428571,0.207142857142857,0.541666666666667,0.895833333333333
254,game_2023_254,TUC,SAS,1,1,1.46,1.89,12,16,1,7,0,0,0,0,0.59,0.330244762022986,0.121748313236144,0.585087427873677,0.436144021577213,0.498261064597546,0.439138528678609,0.358889114595143,0.546453040500561,0.344827586206897,0.551724137931035,0.440087145969498,0.494553376906319,0.290196078431373,0.473949579831933,0.566849816849817,0.133699633699634,0.559226708083404,0.0427675398948521,1.0,0.235294117647059,0.621428571428571,0.542857142857143,0.0208333333333333,0.6875
255,game_2023_255,TOL,PRO,2,0,0.49,0.39,15,4,0,2,0,0,0,0,0.55,0.124204228897042,0.142585531070856,0.373346352947471,0.131423538405976,0.514045213920212,0.883786867224716,0.45560323715552,0.458309759699621,0.517241379310345,0.896551724137931,0.553376906318083,0.335511982570806,0.309803921568627,0.332773109243698,0.443223443223443,0.440934065934066,0.288363210743547,0.218873791712534,0.352941176470588,0.205882352941176,0.75,0.835714285714286,0.583333333333333,0.916666666666667
256,game_2023_256,AUG,LAR,4,2,0.9,1.2,1,8,5,2,0,0,0,0,0.59,0.389669429205849,0.405192109985864,0.446569169145241,0.518452627777258,0.719933163806639,0.64865755137818,0.247747526967967,0.305302378740333,0.793103448275862,0.517241379310345,0.928104575163398,0.577342047930282,0.801120448179272,0.456022408963586,0.271978021978022,0.0068681318681318,0.733429606556675,0.0,0.205882352941176,0.382352941176471,0.0357142857142857,0.371428571428571,0.854166666666667,0.5625
257,game_2023_257,DES,OAK,2,0,0.68,0.4,6,4,0,2,0,0,0,0,0.6,0.279935230979336,0.209834197560421,0.29816381400806,0.426057792980839,0.796126484273434,0.547658091493348,0.0705744767440761,0.597764579041982,0.586206896551724,0.551724137931035,0.758169934640522,0.261437908496732,0.150140056022409,0.373109243697479,0.183150183150183,0.0329670329670323,0.253880983182406,0.0088485367998727,0.352941176470588,0.294117647058824,0.371428571428571,0.407142857142857,0.625,0.645833333333333
258,game_2023_258,REN,ALB,0,1,0.8,0.8,22,6,6,6,0,0,0,0,0.57,0.224962223665508,0.39200440805192,0.60617608110139,0.519355407497304,0.372213484856172,0.633844957065494,0.341062682414029,0.464060606079411,0.413793103448276,0.551724137931035,0.734204793028321,0.357298474945534,0.487394957983194,0.36638655462185,0.198717948717948,0.512820512820513,0.137048030571805,0.395080968334526,0.205882352941176,0.794117647058824,0.535714285714286,0.728571428571429,0.625,0.291666666666667
259,game_2023_259,LEX,SPR,0,0,1.4,0.53,14,7,6,4,0,0,0,0,0.45,0.294203728647082,0.0208471564316035,0.725373218884525,0.0,0.329672883333663,0.950464160499166,0.809037778033173,0.632968549464841,0.413793103448276,0.862068965517241,0.200435729847494,0.0392156862745094,0.503641456582633,0.0106442577030812,0.649267399267399,0.417124542124541,0.386439854389985,0.318344676303503,0.147058823529412,0.735294117647059,0.95,0.671428571428571,0.666666666666667,0.520833333333333
260,game_2023_260,MOB,WIC,2,0,1.91,0.88,5,5,3,3,0,0,1,0,0.56,0.283240732138344,0.0665497054933212,0.780875366691122,0.718898632367245,0.272733512626436,0.123380488508384,0.0,0.122191472985314,0.0,0.103448275862069,0.607843137254901,0.954248366013071,0.100280112044819,0.220728291316526,0.681318681318681,1.0,0.599035652355132,1.0,0.352941176470588,0.705882352941177,0.742857142857143,0.75,0.270833333333333,0.0833333333333333
261,game_2023_261,JAC,TAC,2,0,2.06,0.7,19,3,8,2,0,0,0,0,0.64,0.523648959926068,0.0531921335542789,0.714363072881088,0.358690191147554,0.553497616834444,0.449783007144655,0.251752609759691,0.345131313424925,0.655172413793103,0.379310344827586,0.882352941176469,0.516339869281046,0.761344537815127,0.0577030812324929,0.150641025641026,0.724816849816851,0.232189840519893,0.489138676077906,0.0,0.852941176470588,0.342857142857143,0.935714285714286,0.916666666666667,0.145833333333333
262,game_2023_262,FOR,TUC,2,2,2.24,1.05,15,13,6,5,0,0,0,0,0.5,1.0,0.330244762022986,1.0,0.585087427873677,0.691560655382254,0.498261064597546,0.060199644137893,0.358889114595143,0.517241379310345,0.344827586206897,0.910675381263615,0.440087145969498,0.824089635854342,0.290196078431373,0.72985347985348,0.566849816849817,0.443854489062318,0.559226708083404,0.676470588235294,1.0,1.0,0.621428571428571,0.354166666666667,0.0208333333333333
263,game_2023_263,SJU,CHM,2,1,1.51,1.34,12,19,6,4,0,0,0,0,0.51,0.249700841341583,0.0,0.905336841357923,0.806760390053371,0.148691448574762,0.0,0.380988633170811,0.384932177530867,0.0,0.0344827586206896,0.285403050108932,0.67755991285403,0.174229691876751,0.2593837535014,0.643315018315019,0.496336996336996,0.908708681025879,0.446709634694757,0.735294117647059,0.0294117647058823,0.378571428571429,0.642857142857143,0.0,0.520833333333333
264,game_2023_264,SAS,AUG,1,1,1.33,1.14,12,10,1,2,0,0,0,0,0.5,0.121748313236144,0.389669429205849,0.436144021577213,0.446569169145241,0.439138528678609,0.719933163806639,0.546453040500561,0.247747526967967,0.551724137931035,0.793103448275862,0.494553376906319,0.928104575163398,0.473949579831933,0.801120448179272,0.133699633699634,0.271978021978022,0.0427675398948521,0.733429606556675,0.235294117647059,0.205882352941176,0.542857142857143,0.0357142857142857,0.6875,0.854166666666667
265,game_2023_265,ANC,TOL,1,0,2.4,0.71,18,9,3,6,0,0,0,0,0.51,0.469224306597343,0.124204228897042,0.736454473708852,0.373346352947471,0.481491009656465,0.514045213920212,0.7266495916312,0.45560323715552,0.724137931034483,0.517241379310345,0.400871459694989,0.553376906318083,0.92717086834734,0.309803921568627,0.167582417582417,0.443223443223443,0.384319798628673,0.288363210743547,0.088235294117647,0.352941176470588,0.207142857142857,0.75,0.895833333333333,0.583333333333333
266,game_2023_266,PRO,DOV,4,1,1.26,0.16,13,18,6,3,0,0,0,0,0.57,0.142585531070856,0.297557210782622,0.131423538405976,0.550210590676536,0.883786867224716,0.501869450945742,0.458309759699621,1.0,0.896551724137931,0.793103448275862,0.335511982570806,0.13507625272331,0.332773109243698,0.782072829131654,0.440934065934066,0.0,0.218873791712534,0.328796683137871,0.205882352941176,0.588235294117647,0.835714285714286,0.0,0.916666666666667,0.583333333333333
267,game_2023_267,LRO,BOI,1,2,1.4,0.99,18,9,5,2,0,0,1,1,0.53,0.712425083514106,0.383718314944547,0.737740776520077,0.831697135513398,0.704442482155434,0.320423927403879,0.148860795196459,0.694304221825842,0.689655172413793,0.448275862068966,1.0,0.366013071895425,0.970868347338936,0.814005602240896,0.254120879120879,0.155677655677656,0.195066855804243,0.050581028680159,0.0294117647058823,0.352941176470588,0.557142857142857,0.571428571428571,0.916666666666667,0.541666666666667
268,game_2023_268,OAK,REN,1,0,1.32,0.91,16,13,4,9,0,0,1,0,0.46,0.209834197560421,0.224962223665508,0.426057792980839,0.60617608110139,0.547658091493348,0.372213484856172,0.597764579041982,0.341062682414029,0.551724137931035,0.413793103448276,0.261437908496732,0.734204793028321,0.373109243697479,0.487394957983194,0.0329670329670323,0.198717948717948,0.0088485367998727,0.137048030571805,0.294117647058824,0.205882352941176,0.407142857142857,0.535714285714286,0.645833333333333,0.625
269,game_2023_269,SFS,WIC,1,1,2.84,0.3,26,2,8,6,0,0,0,0,0.54,0.497373005375335,0.0665497054933212,0.517567523755997,0.718898632367245,0.745935433683392,0.123380488508384,0.0096411649249535,0.122191472985314,0.689655172413793,0.103448275862069,0.965141612200435,0.954248366013071,0.743417366946779,0.220728291316526,0.305860805860806,1.0,0.289391349271685,1.0,0.441176470588235,0.705882352941177,0.528571428571429,0.75,0.625,0.0833333333333333
270,game_2023_270,BAK,TAC,3,0,0.31,0.41,12,4,7,2,0,0,0,0,0.53,0.23840648707891,0.0531921335542789,0.745151014337419,0.358690191147554,0.261356334719516,0.449783007144655,0.749181667147452,0.345131313424925,0.275862068965517,0.379310344827586,0.217864923747277,0.516339869281046,0.345098039215687,0.0577030812324929,0.399267399267399,0.724816849816851,0.145908953432375,0.489138676077906,0.323529411764706,0.852941176470588,0.864285714285714,0.935714285714286,0.458333333333333,0.145833333333333
271,game_2023_271,MAN,MOB,0,1,0.91,0.85,18,11,3,7,0,0,0,0,0.43,0.313397143954351,0.283240732138344,0.689686592918579,0.780875366691122,0.379593703627665,0.272733512626436,0.42837148390396,0.0,0.379310344827586,0.0,0.503267973856209,0.607843137254901,0.415126050420168,0.100280112044819,0.237179487179488,0.681318681318681,0.18370676960206,0.599035652355132,0.382352941176471,0.352941176470588,0.542857142857143,0.742857142857143,0.479166666666667,0.270833333333333
272,game_2023_272,LEX,EUG,2,1,2.34,1.31,13,17,8,7,0,0,1,0,0.61,0.294203728647082,0.0736094343804694,0.725373218884525,0.44220648876546,0.329672883333663,0.379832657733635,0.809037778033173,0.748325755349758,0.413793103448276,0.275862068965517,0.200435729847494,0.0,0.503641456582633,0.0,0.649267399267399,0.661630036630037,0.386439854389985,0.685182420080427,0.147058823529412,0.441176470588235,0.95,0.621428571428571,0.666666666666667,0.375
273,game_2023_273,SAS,FOR,2,0,2.22,0.36,18,10,5,5,0,0,2,0,0.49,0.121748313236144,1.0,0.436144021577213,1.0,0.439138528678609,0.691560655382254,0.546453040500561,0.060199644137893,0.551724137931035,0.517241379310345,0.494553376906319,0.910675381263615,0.473949579831933,0.824089635854342,0.133699633699634,0.72985347985348,0.0427675398948521,0.443854489062318,0.235294117647059,0.676470588235294,0.542857142857143,1.0,0.6875,0.354166666666667
274,game_2023_274,PRO,DES,1,1,0.2,1.04,6,14,4,2,0,0,1,0,0.59,0.142585531070856,0.279935230979336,0.131423538405976,0.29816381400806,0.883786867224716,0.796126484273434,0.458309759699621,0.0705744767440761,0.896551724137931,0.586206896551724,0.335511982570806,0.758169934640522,0.332773109243698,0.150140056022409,0.440934065934066,0.183150183150183,0.218873791712534,0.253880983182406,0.205882352941176,0.352941176470588,0.835714285714286,0.371428571428571,0.916666666666667,0.625
275,game_2023_275,BAK,SJU,3,1,2.38,1.49,20,17,8,3,0,0,0,0,0.47,0.23840648707891,0.249700841341583,0.745151014337419,0.905336841357923,0.261356334719516,0.148691448574762,0.749181667147452,0.380988633170811,0.275862068965517,0.0,0.217864923747277,0.285403050108932,0.345098039215687,0.174229691876751,0.399267399267399,0.643315018315019,0.145908953432375,0.908708681025879,0.323529411764706,0.735294117647059,0.864285714285714,0.378571428571429,0.458333333333333,0.0
276,game_2023_276,ANC,SFS,2,0,1.53,0.48,21,6,5,5,0,0,0,0,0.48,0.469224306597343,0.497373005375335,0.736454473708852,0.517567523755997,0.481491009656465,0.745935433683392,0.7266495916312,0.0096411649249535,0.724137931034483,0.689655172413793,0.400871459694989,0.965141612200435,0.92717086834734,0.743417366946779,0.167582417582417,0.305860805860806,0.384319798628673,0.289391349271685,0.088235294117647,0.441176470588235,0.207142857142857,0.528571428571429,0.895833333333333,0.625
277,game_2023_277,DOV,LAR,0,1,1.03,0.72,17,3,5,6,0,0,0,0,0.44,0.297557210782622,0.405192109985864,0.550210590676536,0.518452627777258,0.501869450945742,0.64865755137818,1.0,0.305302378740333,0.793103448275862,0.517241379310345,0.13507625272331,0.577342047930282,0.782072829131654,0.456022408963586,0.0,0.0068681318681318,0.328796683137871,0.0,0.588235294117647,0.382352941176471,0.0,0.371428571428571,0.583333333333333,0.5625
278,game_2023_278,MAN,REN,0,1,0.79,1.02,15,14,8,5,0,0,1,0,0.5,0.313397143954351,0.224962223665508,0.689686592918579,0.60617608110139,0.379593703627665,0.372213484856172,0.42837148390396,0.341062682414029,0.379310344827586,0.413793103448276,0.503267973856209,0.734204793028321,0.415126050420168,0.487394957983194,0.237179487179488,0.198717948717948,0.18370676960206,0.137048030571805,0.382352941176471,0.205882352941176,0.542857142857143,0.535714285714286,0.479166666666667,0.625
279,game_2023_279,JAC,MOB,3,0,2.58,1.38,19,13,3,10,0,0,0,0,0.64,0.523648959926068,0.283240732138344,0.714363072881088,0.780875366691122,0.553497616834444,0.272733512626436,0.251752609759691,0.0,0.655172413793103,0.0,0.882352941176469,0.607843137254901,0.761344537815127,0.100280112044819,0.150641025641026,0.681318681318681,0.232189840519893,0.599035652355132,0.0,0.352941176470588,0.342857142857143,0.742857142857143,0.916666666666667,0.270833333333333
280,game_2023_280,CHM,LEX,2,1,2.08,1.38,19,19,3,8,0,0,0,0,0.58,0.0,0.294203728647082,0.806760390053371,0.725373218884525,0.0,0.329672883333663,0.384932177530867,0.809037778033173,0.0344827586206896,0.413793103448276,0.67755991285403,0.200435729847494,0.2593837535014,0.503641456582633,0.496336996336996,0.649267399267399,0.446709634694757,0.386439854389985,0.0294117647058823,0.147058823529412,0.642857142857143,0.95,0.520833333333333,0.666666666666667
281,game_2023_281,WIC,TUC,0,0,1.17,0.43,4,10,8,6,0,0,0,0,0.51,0.0665497054933212,0.330244762022986,0.718898632367245,0.585087427873677,0.123380488508384,0.498261064597546,0.122191472985314,0.358889114595143,0.103448275862069,0.344827586206897,0.954248366013071,0.440087145969498,0.220728291316526,0.290196078431373,1.0,0.566849816849817,1.0,0.559226708083404,0.705882352941177,1.0,0.75,0.621428571428571,0.0833333333333333,0.0208333333333333
282,game_2023_282,OAK,FAR,1,2,0.23,1.02,13,10,7,6,0,0,1,0,0.5,0.209834197560421,0.796547148511553,0.426057792980839,0.55960761757585,0.547658091493348,1.0,0.597764579041982,0.400218581745265,0.551724137931035,1.0,0.261437908496732,0.660130718954248,0.373109243697479,1.0,0.0329670329670323,0.0810439560439559,0.0088485367998727,0.106827842274156,0.294117647058824,0.176470588235294,0.407142857142857,0.371428571428571,0.645833333333333,1.0
283,game_2023_283,SPR,AUG,4,1,0.73,0.99,16,13,3,4,0,0,1,1,0.35,0.0208471564316035,0.389669429205849,0.0,0.446569169145241,0.950464160499166,0.719933163806639,0.632968549464841,0.247747526967967,0.862068965517241,0.793103448275862,0.0392156862745094,0.928104575163398,0.0106442577030812,0.801120448179272,0.417124542124541,0.271978021978022,0.318344676303503,0.733429606556675,0.735294117647059,0.205882352941176,0.671428571428571,0.0357142857142857,0.520833333333333,0.854166666666667
284,game_2023_284,LRO,TOL,3,0,1.93,0.54,15,9,3,4,0,0,0,0,0.62,0.712425083514106,0.124204228897042,0.737740776520077,0.373346352947471,0.704442482155434,0.514045213920212,0.148860795196459,0.45560323715552,0.689655172413793,0.517241379310345,1.0,0.553376906318083,0.970868347338936,0.309803921568627,0.254120879120879,0.443223443223443,0.195066855804243,0.288363210743547,0.0294117647058823,0.352941176470588,0.557142857142857,0.75,0.916666666666667,0.583333333333333
285,game_2023_285,BOI,TAC,2,1,1.6,0.45,6,8,5,6,0,0,1,0,0.56,0.383718314944547,0.0531921335542789,0.831697135513398,0.358690191147554,0.320423927403879,0.449783007144655,0.694304221825842,0.345131313424925,0.448275862068966,0.379310344827586,0.366013071895425,0.516339869281046,0.814005602240896,0.0577030812324929,0.155677655677656,0.724816849816851,0.050581028680159,0.489138676077906,0.352941176470588,0.852941176470588,0.571428571428571,0.935714285714286,0.541666666666667,0.145833333333333
286,game_2023_286,ALB,EUG,0,1,1.04,0.75,11,11,1,2,0,0,0,0,0.65,0.39200440805192,0.0736094343804694,0.519355407497304,0.44220648876546,0.633844957065494,0.379832657733635,0.464060606079411,0.748325755349758,0.551724137931035,0.275862068965517,0.357298474945534,0.0,0.36638655462185,0.0,0.512820512820513,0.661630036630037,0.395080968334526,0.685182420080427,0.794117647058824,0.441176470588235,0.728571428571429,0.621428571428571,0.291666666666667,0.375
287,game_2023_287,EUG,MAN,3,1,2.42,1.75,13,13,7,4,0,0,0,0,0.39,0.0736094343804694,0.313397143954351,0.44220648876546,0.689686592918579,0.379832657733635,0.379593703627665,0.748325755349758,0.42837148390396,0.275862068965517,0.379310344827586,0.0,0.503267973856209,0.0,0.415126050420168,0.661630036630037,0.237179487179488,0.685182420080427,0.18370676960206,0.441176470588235,0.382352941176471,0.621428571428571,0.542857142857143,0.375,0.479166666666667
288,game_2023_288,MOB,DES,1,1,1.05,1.76,10,9,6,5,0,0,1,0,0.48,0.283240732138344,0.279935230979336,0.780875366691122,0.29816381400806,0.272733512626436,0.796126484273434,0.0,0.0705744767440761,0.0,0.586206896551724,0.607843137254901,0.758169934640522,0.100280112044819,0.150140056022409,0.681318681318681,0.183150183150183,0.599035652355132,0.253880983182406,0.352941176470588,0.352941176470588,0.742857142857143,0.371428571428571,0.270833333333333,0.625
289,game_2023_289,REN,ANC,0,0,0.55,0.13,3,18,3,4,0,0,1,1,0.54,0.224962223665508,0.469224306597343,0.60617608110139,0.736454473708852,0.372213484856172,0.481491009656465,0.341062682414029,0.7266495916312,0.413793103448276,0.724137931034483,0.734204793028321,0.400871459694989,0.487394957983194,0.92717086834734,0.198717948717948,0.167582417582417,0.137048030571805,0.384319798628673,0.205882352941176,0.088235294117647,0.535714285714286,0.207142857142857,0.625,0.895833333333333
290,game_2023_290,BOI,SAS,3,1,2.57,1.35,24,14,12,6,0,0,0,0,0.69,0.383718314944547,0.121748313236144,0.831697135513398,0.436144021577213,0.320423927403879,0.439138528678609,0.694304221825842,0.546453040500561,0.448275862068966,0.551724137931035,0.366013071895425,0.494553376906319,0.814005602240896,0.473949579831933,0.155677655677656,0.133699633699634,0.050581028680159,0.0427675398948521,0.352941176470588,0.235294117647059,0.571428571428571,0.542857142857143,0.541666666666667,0.6875
291,game_2023_291,TAC,FAR,1,3,1.44,0.86,10,17,3,7,0,1,0,2,0.6,0.0531921335542789,0.796547148511553,0.358690191147554,0.55960761757585,0.449783007144655,1.0,0.345131313424925,0.400218581745265,0.379310344827586,1.0,0.516339869281046,0.660130718954248,0.0577030812324929,1.0,0.724816849816851,0.0810439560439559,0.489138676077906,0.106827842274156,0.852941176470588,0.176470588235294,0.935714285714286,0.371428571428571,0.145833333333333,1.0
292,game_2023_292,AUG,PRO,5,3,1.72,1.15,18,11,7,2,2,0,2,1,0.46,0.389669429205849,0.142585531070856,0.446569169145241,0.131423538405976,0.719933163806639,0.883786867224716,0.247747526967967,0.458309759699621,0.793103448275862,0.896551724137931,0.928104575163398,0.335511982570806,0.801120448179272,0.332773109243698,0.271978021978022,0.440934065934066,0.733429606556675,0.218873791712534,0.205882352941176,0.205882352941176,0.0357142857142857,0.835714285714286,0.854166666666667,0.916666666666667
293,game_2023_293,TUC,BAK,1,1,1.12,1.37,13,15,6,9,0,0,0,0,0.72,0.330244762022986,0.23840648707891,0.585087427873677,0.745151014337419,0.498261064597546,0.261356334719516,0.358889114595143,0.749181667147452,0.344827586206897,0.275862068965517,0.440087145969498,0.217864923747277,0.290196078431373,0.345098039215687,0.566849816849817,0.399267399267399,0.559226708083404,0.145908953432375,1.0,0.323529411764706,0.621428571428571,0.864285714285714,0.0208333333333333,0.458333333333333
294,game_2023_294,SJU,JAC,0,0,0.96,0.81,13,17,10,1,0,0,0,0,0.43,0.249700841341583,0.523648959926068,0.905336841357923,0.714363072881088,0.148691448574762,0.553497616834444,0.380988633170811,0.251752609759691,0.0,0.655172413793103,0.285403050108932,0.882352941176469,0.174229691876751,0.761344537815127,0.643315018315019,0.150641025641026,0.908708681025879,0.232189840519893,0.735294117647059,0.0,0.378571428571429,0.342857142857143,0.0,0.916666666666667
